"campaign_id","product_name","short_description","long_description"
"28496c38-43ca-4239-8379-a428605e3cf8",Ms. Astro,"MS Astro is your personal guide to astrology, providing daily affirmations, and weekly, monthly forecasts tailored to you.","MS Astro is a unique astrology app designed to help one navigate their personal and professional lives better. Through our application, users get daily personalized transits based on their unique birth chart, in addition to weekly and monthly forecasts. The aim of our campaign is to create awareness and foster a deeper understanding of how cosmic events influence lives."
"32515b67-a4d2-4b41-82c3-fb2865d1fbe5",Hero Making Tycoon,"Our main character is a cute potato man!

Open up farms to mass produce potato men, build automated assembly lines to equip them with armor and weapons, and make your own hero.","Welcome, my commander, hurry up to develop your hero factory, create a powerful army, and fight against the invasion of monsters!

Our main character is a cute potato man!

Open up farms to mass produce potato men, build automated assembly lines to equip them with armor and weapons, and make"
"30e265ca-6bb1-4479-8c43-b8882880de3b",Workout Planner,"Workout Planner - Gym Routine offers 500+ exercises, intuitive tracking, and flexible gym routines, free of charge.","Kickstart your fitness journey with Workout Planner - Gym Routine, a comprehensive and user-friendly gym companion. With a library featuring over 500+ exercises complete with detailed instructions and high-resolution videos, you can ensure all your exercises are performed correctly and safely. Enjoy intuitive workout tracking and optimization, allowing you to accurately track your progress and make effective decisions. The app is entirely free to use - so download now and start revolutionizing your fitness regime."
cc6e1a9a-9a01-408b-8e08-b8e2bb06ee54,Movie Night ,"Discover the perfect movie with Movie Night! Swipe, match, and watch together. Create rooms, invite friends via QR code, and enjoy your movie night!","Our Movie Night application is designed for movie lovers who enjoy watching films together. It offers a vast movie library that users can swipe through to find a film everyone will love. Users can create rooms that match their group's preferences and easily invite friends with a unique QR code. Plus, if no match is found on the first run, it's easy to restart the search with different filters."
"409f42cd-017f-455b-afc9-584a31cbd1ae",Paper.io 2,"Paper.io 2 is the ultimate conquest game where your objective is to claim territory, outsmart opponents, and defend against rivals in a smooth drawing experience.","Paper.io 2 is the ultimate conquest game, which has more than 2 billion downloads worldwide. In this game, your goal is to conquer as much territory as possible and beat the competition with a smooth drawing experience! With Paper.io 2, you can draw your way to victory and claim your space before your opponents beat you to it. While you’re busy conquering, also be aware of your rivals trying to steal your turf.
When you apply, please briefly explain the hook you intend to use (see brief)."
"512b0b1c-7a41-4cf0-b9f1-fff81c4a111d",Jasp,"Avec Jasp, étalez vos paiements comme vous le souhaitez, sans changer de banque. La carte est acceptée partout et offre un accès sécurisé. Obtenez-la gratuitement et rapidement.","Jasp est une carte de crédit dématérialisée qui vous permet d'étaler vos paiements en un nombre déterminé de fois selon vos besoins, sans avoir à changer de banque. C'est un moyen pratique pour gérer vos dépenses, que ce soit pour vos courses quotidiennes, vos achats en ligne, etc. La carte offre aussi un accès sécurisé via code PIN, empreinte digitale ou reconnaissance facilale. Obtenez votre carte dématérialisée Jasp gratuitement et en quelques minutes."
a53da91a-8017-442a-b3c3-b32bb24068f4,Wizz,Une plateforme amusante et sécurisée où vous pouvez rencontrer de nouveaux amis du monde entier.,"Avec plus de 5 millions de téléchargements, Wizz propose une communauté exclusivement positive. Faites défiler l'application pour trouver des amis en ligne, discutez en direct avec des personnes de différents pays et rejoignez une communauté partageant vos intérêts tels que Fortnite, le manga, les jeux Roblox, et bien plus encore. Le meilleur dans tout cela, c'est que Wizz est gratuit et dispose de fonctionnalités de sécurité, y compris un contrôle d'âge, pour garantir une expérience utilisateur sécurisée."
bffa625b-0347-4dfe-b9e5-69a4c892af7b,Ramdam Creator App,"Objective: Boost engagement with Ro-Karaoke. Promote ""Exposing Singers"" theme on TikTok. Encourage users to play, share performances with #rokaraoke. Target: Roblox users 13-24. Deliver: 2 posts, 1 live demo. Contact: salencar@stingray.com.","Campaign Brief: Ro-Karaoke on Roblox

Objective:
Drive engagement with the Ro-Karaoke game on Roblox.

Narrative:
""Exposing Singers on Ro-Karaoke"" - We aim to promote a consistent and compelling story/theme that resonates with our target audience on TikTok. The influencer should sing a bit, praise the game, and demonstrate the feature of muting everyone but one singer. This should be presented in a format similar to this video.

Call to Action:
Encourage followers to download Roblox, play Ro-Karaoke, try the ""exposing singers"" feature, and share their performances using the trending hashtag #rokaraoke. Ensure the exposure of singers remains positive.

Song:
Do not mention the name of the song; simply sing and comment on it.

Campaign Overview:
We are thrilled to introduce Ro-Karaoke, a new interactive karaoke game on Roblox. Our goal is to engage Roblox users by encouraging them to sing their favorite songs and share their performances with friends. We want to create a vibrant community of music lovers who can express themselves through singing and have fun with our game.

Campaign Objectives:
Drive awareness and excitement about Ro-Karaoke among Roblox users.
Encourage users to play Ro-Karaoke and share their singing experiences.
Build a community of engaged users who regularly interact with the game.

Target Audience:
Roblox users aged 13-24.
Music enthusiasts who enjoy singing and performing.
Users who are active on social media and enjoy sharing content.

Key Messages:
Ro-Karaoke is the ultimate karaoke experience on Roblox.
Sing your favorite songs, challenge your friends, and become a star in the Ro-Karaoke community.
Share your performances and connect with other music lovers on Roblox.
Show off your skills to the world!
Having fun should be part of the narrative!

Content Guidelines:
Create engaging content that showcases the fun and interactive features of Ro-Karaoke.
Highlight your personal experience with the game and what makes it unique.
Encourage your audience to try Ro-Karaoke and share their performances using the hashtag #rokaraoke.

Deliverables:
At least two posts on your main social media platform (e.g., TikTok) featuring Ro-Karaoke.
One live stream or video demonstrating how to use Ro-Karaoke and your favorite features.
Engage with your audience by responding to comments and encouraging them to share their own Ro-Karaoke experiences.

Contact Information:
For any questions or additional information, please contact:
salencar@stingray.com
szangarelli@stingray.com
"
"841e372e-0a2e-4e55-ba42-727546ccf57a",Ramdam for clients - Skit content,"ATTENTION, SKIT CONTENT ONLY, CHECK THE BRIEF: This video should promote Ramdam to clients/brands, not to creators. And it needs to be a skit content, check the brief.","ATTENTION, CHECK THE BRIEF BEFORE APPLYING
This video should promote Ramdam to clients/brands, not to creators. And it needs to be a skit content, check the brief.
Ramdam is an innovative platform focused on sourcing viral creator videos for performing ads and increase organic traffic. It creates a seamless flow for handling creator ad campaigns in 4 easy steps: Quick Launch, Creator Match, Handpick Talent, Approve & Boost. With Ramdam, you'll get a tailored creator brief crafted by AI which you can edit to perfection. Ramdam guarantees maximum outreach with top-quality creatives expanding your user base globally. Join Ramdam today and get a free trial for 15 days."
b2a19e60-f2bb-4aaa-9e8b-db2265913476,Rami classique / Rommée Treff ,"L'application de jeu de cartes Rami Classique offre une expérience sociale positive. Participez à des tournois, complétez des collections et devenez un pro en un rien de temps!","Rami Classique est une application de jeu de cartes qui offre une expérience sociale positive en jouant en direct avec des personnes réelles. Le jeu est facile à commencer et offre un sentiment d'accomplissement significatif et de progression tout au long du jeu. Vous pouvez compléter des collections, participer à des tournois, concurrencer de vrais joueurs et vous amuser. Cette campagne vise à acquérir de nouveaux utilisateurs et à tester des créatifs en style UGC."
"9de21d8f-f1e0-4273-9d6e-1554fcc2a61f",My True Companion,"Le site ""My True Companion"" propose un test de compatibilité amoureuse pour évaluer la compatibilité des couples. En répondant à une série de questions, les utilisateurs obtiennent une note de 1 à 10, indiquant la probabilité de succès de leur relation.","Promotion Authentique : Utiliser des témoignages réels pour promouvoir ""My True Companion"" de manière crédible. Les vidéos doivent montrer des expériences sincères, rendant le produit plus accessible et pertinent pour de nouveaux utilisateurs.

Éducation et Sensibilisation : Informer le public sur le test de compatibilité et ses avantages, en soulignant comment il peut aider à mieux comprendre et améliorer les relations.

Création de Confiance : Renforcer la confiance envers le service en montrant des résultats réels et les retours d'utilisateurs satisfaits.

Engagement et Conversion : Inciter les spectateurs à passer à l'action en essayant le test eux-mêmes. Utiliser des appels à l'action pour maximiser les inscriptions et l'interaction avec le site."
eab69477-fef4-4043-909b-212a98d42a8e,Movie Night,"Struggling to pick a movie with your partner? We got you! Swipe through a collection of movies together to find a match. Swipe, Match, Watch!","Movie Night is a remarkable service that makes movie choice easy and fun. Users swipe through a wide collection of movies alone or with friends, utilizing multiple filters to reign in the search. Create a room with your movie preference filters and invite friends to join in and swipe along until a consensus is reached. Joining room using a QR code or manual entry is super straightforward. No match? No problem. You can restart the search with different filters.  Make your movie nights hassle-free with Movie Night."
"0533392e-5b6d-4bca-b371-418e2071badc",Theme Scape - Color Widgets,"Download now and enjoy a 90-day free trial (180 days on September 29th and 30th). Unleash your creativity with exclusive themes, custom icons, and widgets.","Transform your iPhone into a reflection of your unique style with Theme Scape. Download now and enjoy a 90-day free trial (180 days on September 29th and 30th).

Key Features:

Dynamic Themes: Choose from a vast collection of pre-designed themes to instantly revamp your iPhone's look.
Custom Icons: Create your own unique icons or select from our extensive library.
Charging Animations: Add a touch of personality with visually appealing charging effects.
Widgets: Stay informed and organized with a variety of customizable widgets.
Be among the first to experience the ultimate in iOS personalization. Download Theme Scape today and unlock your device's full potential."
d70066be-72e5-4148-856f-e03c61077f0e,Omada,A sports app that places your predictions on major tournaments without spending a single cent/penny!,"Omada is an app that allows users to place their predictions on major tournaments such as the NBA, NFL, NHL, NCAA, and MLS, without spending a single dollar. The app features daily free coins to guess the right scores, and rewards users with diamonds that can be used to open packs and unlock exclusive content. Additionally, users can create squads and challenge their friends to compare results. Omada provides users with a fun and risk-free way to make predictions and compete against others."
"432d3519-ace7-4b9a-b924-76cbec28a654",AI Tattoo,Experience the future of tattoo design with AI Tattoo. Create personalized designs effortlessly in various styles and visualize them on your body.,"AI Tattoo is a revolutionary application designed to help individuals create unique and personalized tattoo designs using advanced AI technology. By simply typing an idea into the app, users can instantly generate a multitude of unique designs in various styles to match their vision. With the built-in camera feature, users can also easily visualize how the design would look on their body. Our campaign aims to highlight how AI Tattoo brings the future of tattoo designing to the palms of our hands, enhancing the user's creative process."
"9a028690-5033-4f2f-9921-d4e72acd7908",Ramdam Creator App,The ultimate app for content creators who want to get paid for promoting apps !,"With exclusive access to a wide range of campaigns, Ramdam connects you with app developers who are looking to boost their exposure on social media. You'll be asked to describe your experience on the platform."
f5b74435-18b3-4415-871b-96e2beaa4f8c,Joko,"L'idée créative est de jouer sur le concept de one day with me (mais pour une maman)
","1. Une maman film son réveil, sa routine beauté (elle utilise un produit Sephora ou elle a gagné 5 euros)
2. Ensuite elle s'habille (elle a économiser 12 euros chez Vestaire Collective)
3. Ensuite elle prépare le ptit déj des enfants (elle a gagné 23 euros chez Carrefour)
3. Ensuite elle part au boulot en déposant les enfants à l'école

Vous pouvez vous détacher des guidelines si dessus mais l'idée est de suivre un format (one day or one morning with me et de montrer comment la maman économise au fur et à mesure).
https://www.tiktok.com/@themayagraves/video/7241709131353132330?is_from_webapp=1&web_id=7399995938288387616"
c0c5cd98-3957-4e53-8c03-ffcfa4490ba7,Jelly Juice,"Promote Jelly Juice - an ad-free, addictive, match-3 game designed for an adult audience. Highlight offline playability, strategic candy matching, and room decoration features.","Join us in promoting Jelly Juice, a delightfully engaging match-3 game designed for the mature audience. Come aboard for an uninterrupted gaming experience devoid of advertisements and craft an exciting journey through a luscious world of candies and boosters. With offline playability, it's a game for every place and every pace. Highlight that the game is free to play, has addictive gameplay, and that it can be played on desktop or mac as well"
ac3f20ef-bd22-446c-8b1b-d2026618fe8c,Ramdam,"Vorstellung von Ramdam, der ultimativen App für Content-Ersteller, die für die Bewerbung von Apps bezahlt werden möchten!","Mit exklusivem Zugang zu einer Vielzahl von Kampagnen verbindet dich Ramdam mit App-Entwicklern, die ihre Präsenz in den sozialen Medien steigern möchten. Du wirst gebeten, deine Erfahrungen auf der Plattform zu beschreiben."
b3ae516b-8691-462a-81c7-5cca0ef4160c,Talk AI,Break language barriers with Talk AI. Select your language and communicate effectively in just a click. Perfect for travelers. Understand and be understood.,"Travel everywhere, understand everyone with Talk AI. An intuitive language assistance service that has been designed to simplify your experiences, allowing you to communicate effectively and intelligibly, no matter where you go. Just select the language you want to be translated to, or from, and let Talk AI handle the rest. Travel at ease, knowing you won't be misunderstood or lost in translation."
"8ce4579a-ea52-4d85-854e-2aa51b6b7396","Viluu - Flirt, Chat & Date App",The objective of the campaign is to find new male users who download the app and subscribe,"We're looking for a simple content, with a female creator that is addressing a male audience saying that she just joined this new dating app that is super cool., and she's having a lot of fun on the app, with chat, matches, and dates. The creator should quickly explain the features, and invite the audience to download and register. (PRIVATE POSTING)"
"4493bdc2-c131-48c9-becb-85925a3798f5",Allô,"Objective is to explain the benefit of the product on the daily basis for our users targets: SMB, startup customer support, real estate, restaurant. ","The Allô campaign revolves around the indispensable benefits of having a virtual assistant that handles your calls and messages when you're the busiest. In the age of constant communication, busyness should never equate to lost opportunities. With Allô, you're always in touch, always updated. It's not just about answering calls, but ensuring you never miss any crucial information."
"7942ff9e-7066-4552-b2ed-4ac42690a441",Sincerely - Off My Chest,"Experience Sincerely - Off My Chest, a platform to anonymously share thoughts, receive empathy through letters, and send virtual hugs in a safe, supportive community.","Our campaign aims to spread awareness of Sincerely, a digital platform providing a means to anonymously share personal thoughts, struggles and secrets. The app offers a safe, empathetic community where everyone can support each other through letters and virtual hugs. Users can get things off their chest without fear of judgment or privacy violation, and also help others by providing supportive responses."
d3bd791e-8779-4a39-90a4-7e21af82f29d,PicTapGo,"The simple, fun and fast photo editor for iPhone and iPad.","PicTapGo is a photo editor for iPhone and iPad that allows users to crop and rotate photos, apply filters, improve lighting and more. With the free version, users get over 50+ free filters, while the Unlimited version has more filters and pro-level features like curves, shadow and highlight tools. Professional photographers and graphic designers use PicTapGo to touch up photos and share online."
b4a12726-a1f2-4767-ad5c-4f82ab7e9655,HayDay,"Erlebe das Bauerndasein mit Hay Day. Gestalte deinen eigenen Bauernhof, züchte Tiere, baue Produkte an und handel damit. Deine Farm, deine Regeln.","In Hay Day hast du die Möglichkeit, deinen eigenen Bauernhof zu gestalten und zu dekorieren. Dabei kannst du Tiere großziehen, verschiedene Pflanzen anbauen und sogar handeln, um deinen Bauernhof zu erweitern. Im Spiel kannst du auch besondere Gegenstände nutzen, um deine Farm zu personalisieren und dein eigenes, einzigartiges Landidyll zu schaffen. Nutze die App und zeige, wie du deinen Bauernhof aufbaust, Tiere großziehst und sogar handelst."
bdd8e1b1-2e94-4283-b402-db6cc3df03ee,Branch App,"It has to be something like
""Discover Branch: the app transforming finances with quick loans, seamless transfers, bill payments, and 15% savings interest. Revolutionize banking—download now!""","It has to be something like
""Hey everyone, I've found this amazing app called Branch! It's changed the way I manage my finances. With quick loans, seamless money transfers, bill payments without extra charges, and a fantastic 15% interest rate on savings, Branch has become my go-to. Download it now and revolutionize your banking experience!"""
"847162f9-c229-4330-bf01-e9f1f0aca480",Riveo,"Riveo is the only special effects video editor and maker you need to create immersive, professionally edited videos that go viral.","Riveo’s easy-to-use AI-driven FX composer unlocks your creativity whether you record video on your iPhone or film with professional-grade gear. Adapt ideas from paper into captivating social media reels, short clips, music videos, movie trailers, promos, collages, ads, montages, vlogs, stories, intros, slideshows, TV transitions, and even short films! Lots of video effects, filters, and more (3D text, AI subtitles, etc.), to create unique videos."
ebb1b401-7fdd-4a37-8e53-f8e9f211b940,Weasyo,"Boost your fitness with Weasyo, a leading sports app created by physiotherapists. It offers real-time workouts,  back health routines, and posture correction. No special equipment needed.","Get ready for sports and stay fit with Weasyo, the leading fitness and wellness application developed by physiotherapists. Promote health and wellbeing through Weasyo's unique 50 programs and 300 videos. Empower your fitness journey with real-time workouts, back health routines, posture correction, and more. Improve flexibility through stretching movements, prepare for marathons, and undertake individual training and wellness sessions. Gain control over your health with home exercises for back pain, sciatica, sprains, and more. All this from the comfort of your own home without any special equipment."
"3021604a-e38d-48f8-b0fd-3f1476d51144",Fruitz,"Join the trend and promote Fruitz, a unique, values-driven dating app with a fun twist. Help users discover their perfect match based on their personal dating preferences.","Fruitz App's campaign is all about promoting a unique dating experience that allows individuals to choose exactly what they want from their matches through a fun and innovative 'fruit' system. By highlighting positive core values such as honesty, freedom, humor, tolerance, and kindness, the goal is to showcase the app in a fresh and exciting way that appeals to a wide range of potential users."
"3789ec54-4811-4b09-a20e-4dfe74aec129",Even,(POUR PARENTS CELIBATAIRES UNIQUEMENT) Une nouvelle app de rencontre qui propose une expérience de dating pour les célibataires qui ont des enfants.,"Even est une application de rencontre gratuite conçue spécialement pour les parents célibataires. Elle leur fournit un espace sûr et bienveillant pour se remettre dans le bain du dating. Les profils sont modérés sous 24h et détaillés afin de mieux connaître les autres célibataires. Il y a également des questions facultatives pour se dévoiler autrement. Les célibataires peuvent matcher, discuter en toute sécurité et être libres de parler de leur vie de parent. L'équipe de modération est également à leur écoute pour toute question ou doute."
"328e2386-107c-491d-8051-39313373adbb",WEBTOON,"Faites la promo de la série ""Love 4 a Walk"" sur l'application WEBTOON ! ","Faites la promotion de la série ""Love 4 a Walk"" sur l'application WEBTOON ! Créez le buzz autour de la série sur TikTok et suscitez la curiosité des utilisateurs."
"352f5349-a5b7-4aba-98b9-e67d79173908",Vimage,Breathe life into your photos with our multiple award-winning tool! VIMAGE is a cinemagraph creator app that lets you animate your image.,"Cinemagraphs are the latest trend for telling engaging animation stories about your life and sharing it with friends and loved ones. VIMAGE is an amazing tool to put creative, eye-catching overlays with blur, brightness, contrast on your pictures, slideshows and visual marketing content. Create moving photos and live pictures with ease, while having fun. Whether you are a photographer or just a casual storyteller taking pictures in nature, VIMAGE will up your photography skills in no time."
"11c613f4-b028-4e68-8779-1b060474b6f1",SwipeWipe,Tackle your cluttered camera roll with SwipeWipe. Enjoy decluttering while reviving old memories with our unique On This Day feature.,"SwipeWipe is the camera roll cleaning app you've been waiting for. No longer will you wade through thousands of photos manually. SwipeWipe allows you to go through your photos month-by-month, deleting unwanted snaps with a quick swipe left. Want to revisit old memories? Our On This Day feature shows you the photos you took on this date in past years, a gentle reminder of the joy captured in each photo. With SwipeWipe, decluttering your camera roll has never been easier and more enjoyable."
"54afb5c8-f669-43a9-a856-f379dfdfbf03",Officiel QI Test,"Promouvoir Officiel QI Test, un service de test de QI en ligne qui évalue l'intelligence de manière innovante et précise.","Dans cette campagne, nous voulons promouvoir Officiel QI Test, un moyen innovant et pratique de mesurer l'intelligence en ligne. Le test évalue le QI à travers quatre dimensions clés : concentration, capacité visuelle, mémoire, et réactivité. Il offre aux utilisateurs une occasion unique d'en apprendre plus sur eux-mêmes et de comprendre leurs forces et faiblesses cognitives. Le but est de montrer comment le test peut être utilisé pour aider à identifier les domaines d'amélioration et à atteindre un développement personnel continu.
"
a12b43e0-b512-4144-b8a0-15d8c1f5e3d3,Narcos Cartel Wars,"Dive into role of a cartel kingpin in NARCOS: Cartel Wars. Choose your strategy, build your empire and decide - will it be 'Plata o Plomo'?","Join the world of NARCOS: Cartel Wars where you get to become a powerful Capo - the leader of your own cartel in the official game of NARCOS! Navigate through the perilous path of a cartel kingpin as you choose your war strategy and build your empire. From raw power to garnering respect through loyalty, you have the freedom to decide your own fate. Sometimes, bad people do good things... In the end, you choose the outcome- will it be 'Plata o Plomo'?"
"44f8a7bc-67d2-4c43-9bb4-ca0c08f5a77d",Word Connect,Word Connect is a popular word puzzle game with over 50mn downloads. You swipe and join letters to form words.,Word Connect is a popular word puzzle game with over 50mn downloads. You swipe and join letters to form words.
"84867fef-38d1-435a-b989-52bc93856ebd",Joko,"Dans cette campagne nous mettons en avant les avantages de Joko pour faire des achats sur AliExpress, par exemple pour la fête des mères","Dans cette campagne nous mettons en avant les avantages de Joko pour faire des achats sur AliExpress, par exemple pour la fête des mères"
"5598afe9-5c40-4c3d-811a-a3e7f8513177",Mojo,"Mojo is a social content maker app designed to help users create stunning and engaging Insta Stories, Reels, and social media posts!","🚨 For this collaboration, you'll need to replicate one of the two videos presented in the brief. Please specify your choice when you apply. If you do not follow this process, your application will not be accepted."
a6985ebe-77c6-4fd2-b497-e674e2eb21fb,Yubo: Find & meet Your Online Besties,"Yubo is all about chilling. Meet like-minded people, or find a group to hang with.",Follow one of the trend mentioned in the brief below and specify which trend when applying
"0d4ebcd1-1428-4e79-b6bc-3bf4fa92ed07",Ramdam App,Ramdam Test Campaign,"Looking to launch a new video campaign? Our test video package includes everything you need to get started. With high-quality footage, engaging scripts, and expert editing, we'll help you create videos that resonate with your audience and drive results. Whether you're promoting a new product, showcasing your brand, or sharing educational content, our team has the skills and experience to bring your vision to life. Contact us today to learn more about our test video campaign package and take your marketing to the next level."
"2d03af27-2acf-45a7-bb6c-20b410373a63",Feels,Feels is an anti-dating app with profiles based on videos/photos/prompts in an attempt to get people to connect on a more personal level.,"The entire experience on Feels is made to allow user to easily grasp the other users personality, almost like if they were meeting them in real life. Hence our moto: real people, real vibes. 

The interaction system is also very unique as you can react (it is called a Feels) to something specific in someone’s profile and add a DM (called a SuperFeels) to try to directly launch the conversation, avoiding the boring “hey, what’s up?”.

You also have the ability to choose your intentions (called “vibe” in the app): bff=friends, spicy=hook up, serious=relationship, chill=see what happens, and filter by the kind of relationship type you are looking for. 
We pride ourselves in the comfortable and chill environment the Feels App creates, in comparison to other dating/ relationship apps."
"77ce6753-1ef2-4334-ac3b-b5f6027eec21",Testeur automatique de codes promo Wanteeed,"La campagne a pour objectif de faire découvrir Wanteeed et plus particulièrement de faire télécharger l'app Wanteeed sur iPhone. 
Cette campagne est axée autour du testeur automatique de codes promo proposé par Wanteeed. ","Présentez votre expérience shopping en ligne avec Wanteeed. 
Montrez comment l'application trouve automatiquement les meilleurs codes promo et les applique à votre panier sans effort pour économiser le maximum en faisant une démo du testeur automatique de codes promo sur une boutique en ligne. 
Partagez comment Wanteeed a simplifié votre expérience d'achat en ligne et a contribué à des économies significatives. 
Assurez-vous de capter l'attention du spectateur dans les 3 premières secondes et d'éviter toute mention de concurrents ou de contenu qui pourrait enfreindre les politiques des plateformes de médias sociaux."
"87f1a7bf-1cfb-4d00-a63f-d7f4030b07ae",Joko,Dans cette campagne l'idée est de commencer la vidéo en interpelant l'audience sur un critère précis et en leur demandant comment ils vont.,"Dans cette campagne on commence par un hook où vous mentionnez avoir été influencé par TikTok, avant de donner des précisions sur l'application Joko."
e363b3d1-0083-4581-9029-2b59dbdfdf38,Live Play Bingo,"Join Live Play Bingo. A 24/7 live-hosted party with lots of levels, power-ups, slots mini-games, & a lively community. Start playing now!","Welcome to the bingo party that never stops. Live Play Bingo offers a unique experience with live hosts broadcasting bingo games 24/7. Levels, power-ups, gifts, slots, and a live community make things fun and exciting! Shower the community with gifts, enjoy the slots mini-games, and interact real-time with charming hosts. Stick around, and win prizes all day and night. Join us and experience a new, modern approach to the classic bingo hall!"
da7e6488-f5d7-48d1-8ece-92a05785aebb,New Single Release,"Highlight the collaboration between well produced electronic music and suave lyrics - perfect mix for a Sunday night drive 
This track is the perfect cultural blend between French electronic artist Jimmy Whoo and renowned Peruvian-American singer A.CHAL. ","This campaign aims to promote the new single by Jimmy Whoo ft. A.CHAL and generate a surge of streams. The song blends electronic production of Jimmy Whoo and A.CHAL's powerful lyrics.
We are looking to incite curiosity, garner attention and ultimately facilitate a successful release. The song is about feeling alive at night and living powerful experiences - at 6 am is when we forget all our troubles and finally let ourselves go. 
Note: the collaboration between A.CHAL and Jimmy Whoo is only for this first track. The rest of the EP is produced by Jimmy Whoo and features other artists."
c0232209-7e18-4e6c-b887-7e82468c8fbc,Assurance Moto,Le but est de mettre en avant l'assurance Moto Allianz et d'inciter les utilisateurs à faire un devis sur le site Allianz. ,"Le but est de mettre en avant l'assurance Moto Allianz et d'inciter les utilisateurs à faire un devis sur le site Allianz. Voici les différents points à mettre en avant :

	- Allianz s'adapte à votre profil et vos besoins en vous proposant 4 formules* qui correspond à vous et votre moto. -> Il faut qu'il y ait marqué en bas de la vidéo (en petit) ""*Les garanties et options s’appliquent, sous réserve de souscription, dans les conditions, limites et exclusions du contrat d'assurance Allianz 2 roues.""
	- En plus d'avoir une assurance adaptée Allianz propose un tarif assurance moto à prix réduit avec plusieurs réductions possibles : 
	- Votre voiture est assurée chez Allianz ? Profitez d’une réduction jusqu’à 60% sur votre cotisation moto.* -> Il faut qu'il y ait marqué en bas de la vidéo (en petit) ""*Pour tout nouveau contrat moto si le client détient un contrat auto chez Allianz. Voir conditions détaillées en agence.""
	- Vous ne roulez pas l’hiver* ? Profitez d’une réduction jusqu’à 25%. -> Il faut qu'il y ait marqué en bas de la vidéo (en petit) ""*Lorsque le conducteur ne circule pas pendant au moins 3 mois dans l’année et remise son véhicule dans un local privé, clos et couvert.""
	- Vous conduisez habituellement sans passager ? Réduisez votre cotisation de 20%.
	- Allianz indemnise jusqu'à 1.000.000€ pour vos dommages corporels* -> Dans le cadre de la souscription de l'option en question, option soumise à conditions.
	- Allianz garantie également vos équipements et ceux de votre passager s’ils sont détériorés suite à un sinistre* -> *Ces équipements sont garantis en formule Collision ou formule Tous risques. Les gants doivent être certifiés CE et les gilets airbags agréés Allianz pour être garantis.
	- J'insiste sur le fait qu'à la fin de la vidéo il faut inciter les utilisateurs à faire leur devis Moto avec par exemple une phrase comme ""Je t'invite à cliquer sur le lien ci-dessous pour obtenir ton devis gratuit et sans engagement"". -> Pas de description ou de lien en bio car peut être utiliser sur différentes plateformes.

Voici le lien de la page assurance Moto de notre site internet si vous voulez plus d'infos ou la mettre en avant dans votre vidéo : https://www.allianz.fr/assurance-particulier/vehicules/assurance-2-roues/moto.html

Il faudra également ajouter des sous titres type Tiktok mais qui restent simples (pas de couleurs flashy) qu'il ne faudra pas mettre trop en bas de la vidéo car ils seront cachés par les wording sur les plateformes publicitaires. Aussi, pour que les sous titres se voient bien, privilégiez des vêtements sombres et sobres.

Nous portons également une grande attention à l'orthographe dans les sous-titres, veillez à faire un effort sur ce point.

Attention, veillez à ne pas mettre votre pseudo avec le logo Tiktok ni l'écran de fin avec ces mêmes informations. Nous voulons utiliser cette vidéo sur plusieurs plateformes.

Pour le reste, je donne libre cours à votre imagination."
"7e8afbfe-d19f-4f75-b9e5-5e9f641f1426","The Astera, Interiors by Aston Martin","Launch campaign for The Astera. Interiors by Aston Martin. Highlight exclusive project, its offerings, location advantages. ","The campaign is for the official launch of The Astera. Interiors by Aston Martin. The content created should be organic and non-salesy, demonstrating the Aston Martin display for dynamic content, and the project's exclusive offerings. It should highlight the ideal location of the project and its proximity to Wynn Resort along with the ease of direct beach access. avoid terming it as 'Aston Martin Residences'. The leads generated from your account that result in sales will earn you a broker's fee."
"36d11179-37b6-4914-967c-fdebaac8c257",Création d'entreprise - création offerte avec abonnement comptable,Créez gratuitement votre entreprise avec l'abonnement comptable annuel de LegalPlace. Un service impeccable qui facilite la création de l'entreprise tout en économisant de l'argent !,"Avec LegalPlace, vous pouvez créer votre entreprise gratuitement en choisissant leur abonnement comptable annuel. Profitez d'un service comptable de haute qualité tout en économisant sur les frais de création de votre entreprise. Partagez votre expérience avec d'autres et comment ce service vous a aidé à démarrer votre entreprise."
"0d43d083-8667-44c9-a8dd-d571b769f6c0",Wizz,SEHR EINFACHE ZUSAMMENARBEIT: Sie müssen nicht im Video erscheinen. Für diese Zusammenarbeit müssen Sie lediglich einen Screenshot der Wizz-App mit einem lustigen Gespräch (Beispiele im Briefing) filmen und dann auf Ihrem TikTok-Konto posten.,"Wizz ist ein sicherer Ort, an dem du dich entspannen und neue Freunde aus aller Welt treffen kannst!

SEHR EINFACHE ZUSAMMENARBEIT: Sie müssen nicht im Video erscheinen. Für diese Zusammenarbeit müssen Sie lediglich einen Screenshot der Wizz-App mit einem lustigen Gespräch (Beispiele im Briefing) filmen und dann auf Ihrem TikTok-Konto posten."
"4b534cb2-8af0-4c3c-901a-384c2b8133cf",Ramdam for clients,"This video should promote Ramdam to clients/brands, not to creators. Automate your ad campaigns with Ramdam, a platform connecting you with creators for impactful content. Streamline your process from sourcing to payment.","Ramdam is an innovative platform focused on sourcing viral creator videos for performing ads and increase organic traffic. It creates a seamless flow for handling creator ad campaigns in 4 easy steps: Quick Launch, Creator Match, Handpick Talent, Approve & Boost. With Ramdam, you'll get a tailored creator brief crafted by AI which you can edit to perfection. Ramdam guarantees maximum outreach with top-quality creatives expanding your user base globally. Join Ramdam today and get a free trial for 15 days."
